,E,D,C,B,A,O,A',B',C',D',E',outcomes,str_out_det
252,10954,8096,7613,7356,6714,8178,6878,7245,7795,8132,11039,"{'tie': 56, 'left_suc_strategic': 3, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 3, 'left_unsuc_random': 1, 'left_winning_sincere': 44584, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 1, 'right_unsuc_random': 1, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 3}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 0, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
253,10953,8095,7613,7357,6714,8178,6878,7244,7795,8133,11040,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 0, 'left_unsuc_random': 3, 'left_winning_sincere': 44591, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 2, 'right_unsuc_random': 0, 'right_winning_sincere': 44837}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}}"
254,10954,8096,7612,7356,6714,8178,6878,7244,7795,8133,11040,"{'tie': 54, 'left_suc_strategic': 1, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 1, 'left_unsuc_random': 2, 'left_winning_sincere': 44588, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 2, 'right_unsuc_random': 1, 'right_winning_sincere': 44840}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 0, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
255,10951,8096,7612,7356,6714,8178,6879,7244,7795,8134,11041,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 0, 'left_unsuc_random': 3, 'left_winning_sincere': 44592, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 1, 'right_unsuc_random': 1, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}}"
256,10949,8098,7610,7356,6715,8178,6880,7243,7795,8134,11042,"{'tie': 54, 'left_suc_strategic': 1, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 4, 'left_winning_sincere': 44582, 'right_suc_strategic': 0, 'right_unsuc_best_try': 2, 'right_unsuc_sincere': 1, 'right_unsuc_random': 0, 'right_winning_sincere': 44844}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 1}}"
257,10952,8094,7610,7356,6714,8178,6880,7245,7795,8134,11042,"{'tie': 54, 'left_suc_strategic': 2, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 0, 'left_unsuc_random': 2, 'left_winning_sincere': 44581, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 2, 'right_unsuc_random': 0, 'right_winning_sincere': 44846}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 2, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
258,10949,8095,7612,7357,6714,8178,6880,7245,7795,8134,11041,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 2, 'left_unsuc_random': 3, 'left_winning_sincere': 44581, 'right_suc_strategic': 0, 'right_unsuc_best_try': 2, 'right_unsuc_sincere': 0, 'right_unsuc_random': 1, 'right_winning_sincere': 44848}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 2}}"
259,10951,8094,7611,7358,6714,8178,6880,7244,7794,8134,11042,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 4, 'left_unsuc_random': 1, 'left_winning_sincere': 44583, 'right_suc_strategic': 1, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 3, 'right_unsuc_random': 2, 'right_winning_sincere': 44844}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
260,10952,8095,7611,7357,6714,8178,6880,7244,7794,8134,11041,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 2, 'left_unsuc_random': 0, 'left_winning_sincere': 44587, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 4, 'right_unsuc_random': 1, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
261,10949,8096,7611,7357,6715,8178,6880,7245,7794,8134,11041,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 1, 'left_unsuc_random': 3, 'left_winning_sincere': 44588, 'right_suc_strategic': 0, 'right_unsuc_best_try': 3, 'right_unsuc_sincere': 2, 'right_unsuc_random': 1, 'right_winning_sincere': 44840}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 3}}"
262,10948,8096,7611,7358,6715,8178,6878,7247,7794,8135,11040,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 2, 'left_unsuc_random': 2, 'left_winning_sincere': 44588, 'right_suc_strategic': 1, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 1, 'right_unsuc_random': 4, 'right_winning_sincere': 44842}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
263,10950,8098,7610,7359,6715,8178,6878,7247,7795,8134,11036,"{'tie': 54, 'left_suc_strategic': 1, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 3, 'left_unsuc_random': 0, 'left_winning_sincere': 44588, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 1, 'right_unsuc_random': 5, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
264,10949,8099,7611,7359,6715,8178,6878,7246,7794,8134,11037,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 2, 'left_unsuc_random': 1, 'left_winning_sincere': 44592, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 1, 'right_unsuc_random': 3, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}}"
265,10948,8099,7612,7359,6715,8178,6879,7244,7794,8135,11037,"{'tie': 55, 'left_suc_strategic': 1, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 1, 'left_unsuc_random': 3, 'left_winning_sincere': 44593, 'right_suc_strategic': 2, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 2, 'right_unsuc_random': 1, 'right_winning_sincere': 44837}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
266,10950,8100,7611,7358,6715,8178,6878,7243,7794,8135,11038,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 2, 'left_unsuc_random': 2, 'left_winning_sincere': 44594, 'right_suc_strategic': 2, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 0, 'right_unsuc_random': 1, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
267,10950,8100,7611,7358,6715,8178,6878,7244,7793,8136,11037,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 2, 'left_unsuc_random': 0, 'left_winning_sincere': 44595, 'right_suc_strategic': 1, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 1, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
268,10950,8099,7611,7358,6715,8178,6878,7245,7793,8136,11037,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 4, 'left_unsuc_random': 1, 'left_winning_sincere': 44594, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 1, 'right_winning_sincere': 44837}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
269,10951,8098,7611,7358,6715,8178,6878,7245,7793,8136,11037,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 3, 'left_unsuc_random': 0, 'left_winning_sincere': 44593, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 1, 'right_unsuc_random': 0, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
270,10950,8098,7611,7359,6715,8178,6879,7244,7793,8136,11037,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 2, 'left_unsuc_random': 1, 'left_winning_sincere': 44593, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 1, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
271,10949,8098,7611,7359,6715,8178,6879,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 1, 'left_unsuc_random': 1, 'left_winning_sincere': 44594, 'right_suc_strategic': 1, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44838}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
272,10947,8098,7612,7359,6715,8178,6880,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 2, 'left_winning_sincere': 44594, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44839}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
273,10947,8098,7612,7359,6715,8178,6880,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 1, 'left_unsuc_random': 0, 'left_winning_sincere': 44592, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44841}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
274,10948,8098,7611,7359,6715,8178,6880,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44592, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44841}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
275,10948,8098,7611,7359,6715,8178,6880,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 1, 'left_unsuc_random': 0, 'left_winning_sincere': 44593, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44841}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
276,10948,8098,7611,7359,6715,8178,6880,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 1, 'left_unsuc_random': 0, 'left_winning_sincere': 44593, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44841}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
277,10948,8098,7611,7359,6715,8178,6880,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 1, 'left_unsuc_random': 0, 'left_winning_sincere': 44593, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44841}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
278,10948,8098,7611,7359,6715,8178,6880,7244,7792,8137,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 1, 'left_winning_sincere': 44593, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44841}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
279,10947,8098,7611,7359,6715,8178,6880,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 1, 'left_winning_sincere': 44593, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44841}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
280,10947,8098,7611,7359,6715,8178,6880,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 1, 'left_unsuc_random': 0, 'left_winning_sincere': 44592, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44842}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
281,10947,8098,7611,7359,6715,8178,6880,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 1, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44592, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44842}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
282,10946,8098,7611,7359,6715,8178,6881,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 1, 'left_winning_sincere': 44592, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44842}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
283,10948,8098,7610,7359,6714,8178,6881,7244,7792,8138,11038,"{'tie': 56, 'left_suc_strategic': 3, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44587, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
284,10948,8098,7610,7359,6714,8178,6881,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44589, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
285,10948,8098,7610,7359,6714,8178,6881,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44589, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
286,10948,8098,7610,7359,6714,8178,6881,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44589, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
287,10948,8098,7610,7359,6714,8178,6881,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44589, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
288,10948,8098,7610,7359,6714,8178,6881,7244,7792,8138,11038,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 0, 'left_unsuc_sincere': 0, 'left_unsuc_random': 0, 'left_winning_sincere': 44589, 'right_suc_strategic': 0, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 0, 'right_unsuc_random': 0, 'right_winning_sincere': 44843}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
